CONS_NO,FLAG,Mean,Median,Standard deviation,Variance,Kurtosis,Skew,5%,10%,20%,25%,30%,40%,60%,75%,80%,Error in mean
0C2A9E1473AD434F1ABF703B3FA4ECD5,0,2.503304179,2.51,0.9271749936,0.8596534687,0.5022931212,0.0464359855,1.024,1.358,1.726,1.88,2.05,2.32,2.748,3.09,3.24,0.0008949566
CCEFE3E9E66BB17F8F114B0E7E6102ED,0,4.077140039,4.06,0.4523263397,0.2045991176,0.6946973434,0.2601360423,3.36,3.53,3.7,3.77,3.829,3.96,4.18,4.36,4.44,0.0004366084
3408ECB28DACEF7AD1BE3C24A44C9B3D,0,0.9636811024,0.95,0.1099584905,0.0120908696,-0.4502205589,0.1986926779,0.81,0.83,0.85,0.87,0.9,0.92,0.99,1.04,1.06,0.0001061375
9CA3BE37F9935C7C7067953C79BB76CB,0,5.226283186,5.62,2.990887399,8.945407432,-0.3125756349,-0.032493007,0.66,0.76,0.89,3.56,4.678,5.244,6,6.94,7.34,0.0028869569
226DE439B0E8A562838D53DB880E9363,0,4.322800789,4.27,0.8189988867,0.6707591765,2.444174767,-0.0068346398,3.1465,3.47,3.76,3.86,3.94,4.082,4.45,4.78,4.924,0.0007905395
C0F95C36D55753F4E9CAC035C4101BB7,0,2.924950787,2.99,0.8994792131,0.8090628547,1.274456996,0.4747081471,1.5675,1.795,2.14,2.2575,2.395,2.73,3.13,3.45,3.58,0.0008682232
A91C798A0849134FAF6A0639012D5BFD,0,3.81382668,3.62,1.007792959,1.015646648,1.639856535,1.117769928,2.6,2.786,3,3.1,3.18,3.39,3.806,4.35,4.57,0.0009727731
D2214492839684680BCAF0EAD9EFD1DD,0,5.38399612,5.13,1.671108386,2.792603239,2.282582749,1.066244935,3.145,3.55,3.98,4.17,4.41,4.78,5.48,6.31,6.64,0.001613039
7F70E1B5095FDDD51AA7BC3C2AC1F571,0,2.243192534,2.1,0.7701414933,0.5931179196,0.9544646039,0.943094715,1.25,1.36,1.59,1.72,1.79,1.93,2.28,2.66,2.81,0.0007433798
DDA1F1E49AF7C68E9F2347C13A598A89,0,1.981847507,1.56,0.9492795745,0.9011317106,0.896506772,1.211122933,1.05,1.14,1.25,1.3,1.36,1.448,1.702,2.6,2.756,0.000916293
F343EFEEC402177BD54A35155C341570,0,0.1908691406,0.19,0.0063865744,4.08E-05,3.308858372,-0.5507069625,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.2,6.16E-06
C720F6637936E64A8980C895003630B9,0,3.549377432,3.5,0.8490099633,0.7208179178,3.394144034,0.8041962012,2.2735,2.52,2.884,2.9875,3.1,3.32,3.72,4.0425,4.17,0.0008195077
95FBDA823456D53A5352BD494C836823,0,0.3021330724,0.26,0.1788754454,0.031996425,19.15380617,3.735253822,0.15,0.17,0.2,0.21,0.22,0.24,0.28,0.3375,0.37,0.0001726597
8809837D09EA35631C638DBE08B9C524,0,4.535348381,4.33,1.589389348,2.526158498,10.53327057,2.203564838,2.68,2.958,3.39,3.585,3.73,4.042,4.61,5.12,5.344,0.0015341596
BD6B0BFE7B9724F75A808655CF477860,0,3.85874031,3.97,1.412790321,1.995976491,0.3276797265,-0.3405455243,1.021,2.04,2.752,3.09,3.293,3.69,4.29,4.76,4.908,0.0013636972
65223C39444122FF266C778409D2EEA6,0,1.432959685,1.45,0.4770579037,0.2275842435,26.48649058,3.432072898,0.85,0.9,1.03,1.14,1.218,1.33,1.52,1.61,1.66,0.0004604806
CCCD3CC43B8FDA88A6C7ACD1E209385C,0,3.616923077,3.85,2.60207506,6.770794617,1.939708581,0.8499557652,0.34,0.41,0.45,0.485,2.416,3.42,4.206,4.875,5.238,0.0025116555
5581C60E1E186CECB11AF360EE997439,0,5.053349515,5,1.549757354,2.401747856,1.027181267,0.1097248401,2.14,2.988,3.998,4.2725,4.45,4.75,5.35,6.0075,6.25,0.0014959048
C1D3AB60B5C3005534322CA5997AAE67,0,4.181102439,4.32,1.50380184,2.261419975,-0.0632106463,-0.2067633156,1.5,2.064,2.89,3.2,3.49,3.97,4.66,5.23,5.42,0.0014515462
C03462B0B777AFA8CE419568CBE77C28,0,2.317380721,2.21,0.8364913577,0.6997177916,1.09906437,0.9808540886,1.32,1.43,1.55,1.62,1.71,1.93,2.416,2.765,2.966,0.0008074241
C47C5D8F460B565D66DF1E48C7D294F3,0,4.968362573,4.72,1.451868048,2.107920828,2.104622097,1.033438335,3.2225,3.495,3.89,4.02,4.125,4.4,5,5.66,5.97,0.001401417
156ACF00804A70149E5597047D445253,0,4.989822485,4.94,1.064442241,1.133037283,0.9169086078,0.0840134383,3.34,3.723,4.176,4.3225,4.45,4.71,5.2,5.65,5.85,0.0010274539
182FC3961F74DFD69920BFDE5F2CCF13,0,0.5023609756,0.4,0.3506162076,0.122931725,12.39934702,3.007744633,0.18,0.23,0.33,0.35,0.36,0.39,0.42,0.49,0.57,0.0003384326
291E38217E72FE05379C4A54E2410685,0,1.723372206,1.79,0.7044117495,0.4961959129,3.338486963,0.8184437613,0.704,0.79,1.04,1.27,1.474,1.68,1.89,2.05,2.134,0.0006799341
1436B8594CFD6854FE286D21D38131E2,0,4.574087805,2.03,5.392468722,29.07871892,1.162510074,1.549762224,0.56,0.72,1.03,1.21,1.33,1.62,2.47,5.15,9.606,0.0052050856
41CD56D2E60FC01CFB9D40ABEF696189,0,0.419,0.42,0.0080589097,6.49E-05,2.437605585,-0.3803169401,0.41,0.41,0.41,0.41,0.42,0.42,0.42,0.42,0.43,7.78E-06
AE1198BD3B52CA00BDE81C4452064640,0,0.4252165354,0.66,0.2441834737,0.0596255688,-1.998912468,-0.0468783781,0.17,0.17,0.17,0.18,0.18,0.18,0.66,0.66,0.66,0.0002356983
FBBF74326E9A0219ED8EF45B5F0D25C5,0,2.792561335,2.69,1.024386258,1.049367205,-0.27661244,0.610295872,1.43,1.6,1.806,1.92,2.05,2.382,2.93,3.435,3.67,0.0009887898
4EB87336B42508E2FFED4A2B9E5B0DB6,0,1.926920821,1.71,1.404394139,1.972322897,3.762563007,1.331340384,0.25,0.31,0.68,0.845,1.02,1.34,2.09,2.68,2.966,0.0013555928
5C58D8FD5D2DB7E9D876C8CD9C1BEBED,0,6.188356164,6.3,2.382615177,5.676855082,1.884881692,0.4649835648,2.621,3.16,3.91,4.41,4.883,5.684,6.856,7.6675,8,0.0022998216
BB080A85C398654CCC42089DF5E80531,0,2.331008729,2.17,1.323981914,1.752928108,7.381935262,1.874888142,0.6,0.68,1.42,1.57,1.73,1.94,2.4,2.855,3.06,0.0012779748
443530BD9FF808A0AB483723FE252CB8,0,1.234157635,1.13,0.4801389251,0.2305333874,5.838778802,1.798132546,0.707,0.76,0.86,0.9,0.96,1.04,1.24,1.46,1.55,0.0004634546
22D45A4B0181149444F1AAD4B653FDB4,0,2.33208619,1.7,1.622990298,2.634097506,0.0433388389,0.8915190534,0.52,0.74,0.94,1.05,1.16,1.43,2.22,3.59,3.94,0.001566593
6CD0E047CDC452D2348E9DD33C08D0ED,0,2.765669599,1.39,2.884394769,8.319733186,1.530602311,1.563123387,0.56,0.64,0.76,0.81,0.87,1.038,2.05,3.22,5.386,0.0027841648
DC68410092D028D0FFC3E1C56521D5CB,0,0.6438640777,0.63,0.0430948168,0.0018571632,10.54893924,0.2963138729,0.62,0.62,0.63,0.63,0.63,0.63,0.64,0.64,0.64,4.16E-05
2C97FD763377FA869FA3FC04C738231D,0,0.467748538,0.47,0.1330186091,0.0176939504,1.414564619,-0.1141855612,0.17,0.35,0.4,0.41,0.42,0.45,0.49,0.53,0.55,0.0001283963
8B2C3DE950E343389EF283470EE0316C,0,0.2928752437,0.29,0.0090212774,8.14E-05,1.875178785,-0.2941525388,0.28,0.28,0.29,0.29,0.29,0.29,0.3,0.3,0.3,8.71E-06
00CF28658FB2D0DEB2CBA5ABD0FF188A,0,0.8717167798,0.56,0.733764771,0.5384107391,7.099939986,1.971228936,0.25,0.26,0.3,0.31,0.34,0.43,0.87,1.255,1.4,0.0007082672
1254571CBE5AB944D812FD55AA84F6AC,0,4.230242014,3.79,2.47961453,6.148488217,1.92693429,1.177821183,1.066,1.43,2.11,2.44,2.73,3.238,4.472,5.49,5.98,0.0023934503
48144217867A678899D9B1BE92211C83,0,2.747829912,2.62,1.124830486,1.265243623,0.4994623114,0.5797639551,1.14,1.36,1.73,1.935,2.07,2.388,2.972,3.42,3.656,0.0010857437
4114A23246A26C028737EB039D08A058,0,2.811893491,2.75,0.8362357275,0.699290192,0.2611359841,0.1963721346,1.5065,1.77,2.13,2.27,2.39,2.57,2.94,3.32,3.5,0.0008071773
8496F4033D9BE4B017D32AE01C7249DE,0,5.419951597,5.48,2.084018437,4.343132846,-0.171120149,0.1216417303,2.326,2.816,3.45,3.83,4.17,4.87,5.99,6.89,7.206,0.0020116008
37B40342CC43A898B11BCB495EA87731,0,4.201491228,4.72,1.853066126,3.433854067,-0.1498202064,-0.7548292492,0.25,0.905,2.72,3.25,3.605,4.25,5.03,5.49,5.71,0.0017886739
43A1C2225AC2FF011DCDC076AE366E0B,0,3.025582524,2.79,0.9447815861,0.8926122454,1.724835748,1.211320299,1.97,2.11,2.298,2.37,2.45,2.596,3.034,3.42,3.64,0.0009119513
21FFAD36AB4F1B0A4224BDB9BA95D719,0,1.296451613,1.28,0.0885202297,0.0078358311,81.07542833,-0.832929443,1.26,1.26,1.27,1.27,1.27,1.27,1.28,1.33,1.34,8.54E-05
1D2495475961568C6B5C0329E597B541,0,3.191047992,2.93,1.38646821,1.922294097,0.5598495318,0.6657313501,1.38,1.7,2.07,2.22,2.36,2.66,3.32,3.96,4.27,0.0013382898
EAAE3FF361A5F0A638B5FB43D123E976,0,1.603841642,1.12,1.475554757,2.177261842,2.407123103,1.614289295,0.211,0.3,0.48,0.54,0.606,0.79,1.51,2.125,2.572,0.0014242807
B6EB10C1349F93B2E159929061C93F74,0,5.791174168,5.755,1.337903029,1.789984516,3.194130952,-0.7964493936,4.09,4.481,4.9,5.03,5.19,5.494,6.03,6.6,6.82,0.0012914122
D1422F31322E43EC5303AA58E14EBC91,0,2.008430799,1.87,0.9210983759,0.8484222181,0.5752415729,0.6630067568,0.6225,0.925,1.26,1.35,1.44,1.64,2.15,2.6475,2.8,0.0008890911
0F6D191D65BD1B280D1CC02B729A268D,0,2.629784946,2.26,1.320100939,1.74266649,1.020176883,1.025863133,1.11,1.27,1.5,1.6,1.72,1.93,2.682,3.525,3.746,0.0012742287
6AF6D6F5E7C72400E9A5E9FBECADB8CB,0,2.726695821,2.58,0.798513189,0.637623313,35.06200908,4.616911729,2.03,2.13,2.28,2.33,2.39,2.48,2.69,2.92,2.99,0.0007707656
7FABEFF286DAAF71F410F80E7A7D776D,0,4.345372549,4.225,2.320515737,5.384793286,0.3100560625,0.4012611359,0.5,1.147,2.4,2.7675,3.03,3.626,4.95,5.9,6.3,0.0022398801
67146077A29CC7507063EA8E6D7C430A,0,3.491202346,3.35,0.9339082186,0.8721845608,1.572516525,0.9608150339,2.202,2.492,2.77,2.86,2.96,3.148,3.552,3.965,4.16,0.0009014558
26E5C0585443C84D963CAC0C0B9EE43E,0,3.777122093,3.77,0.4856662733,0.235871729,-0.4015693307,0.061393201,3.08,3.2,3.34,3.41,3.45,3.59,3.94,4.1425,4.23,0.0004687898
C4EF6382564B5813569F76EC4C960871,0,0.1477475728,0.07,0.1913985517,0.0366334056,19.52934222,3.730985618,0.02,0.02,0.03,0.03,0.05,0.06,0.11,0.23,0.26,0.0001847476
73BE12E3F24F0A897CF66207E7D9A6AD,0,0.3825847047,0.18,0.2653778183,0.0704253865,-1.780443988,0.466336094,0.16,0.16,0.17,0.17,0.17,0.18,0.18,0.71,0.72,0.0002561562
DA702EABD16142A15467238A8FDB8C05,0,0.9374368932,0.685,1.003687968,1.007389537,8.078622028,1.96569893,0.02,0.02,0.03,0.04,0.06,0.45,1.01,1.49,1.67,0.0009688108
C3950BC131815108883B5589934FFF45,0,1.547890088,1.51,0.3789860369,0.1436304162,0.5888214178,0.3321955515,0.97,1.108,1.256,1.305,1.35,1.43,1.6,1.78,1.85,0.0003658166
01B4D154B36127B486C5C34D6057D02B,0,4.692384236,4.55,0.9354123594,0.8749962822,0.5608343287,0.6892481965,3.4,3.634,3.93,4.05,4.152,4.35,4.77,5.23,5.41,0.0009029077
C64F11CCEFD45944FA6ECB329829C059,0,0.7529273084,0.73,0.3035283768,0.0921294755,4.671247062,0.970416193,0.29,0.39,0.51,0.55,0.59,0.67,0.81,0.93,0.97,0.0002929811
192871806BE74250D7A79ECF07559C6D,0,0.3968101761,0.27,0.3379928674,0.1142391784,35.62511536,4.289502988,0.16,0.16,0.26,0.27,0.27,0.27,0.27,0.28,0.71,0.0003262479
5DDE8FF898FB93F2262197574A1B05DA,0,0.6049655172,0.57,0.3171115537,0.1005597375,0.6156536442,0.7041403125,0.15,0.22,0.32,0.37,0.42,0.5,0.66,0.79,0.84,0.0003060922
EF76350B83AD7521C9DFF3584B8CDEA3,0,1.564623656,1.35,0.8007643304,0.6412235128,0.6970937506,1.094314281,0.65,0.74,0.9,0.98,1.06,1.21,1.54,1.93,2.11,0.0007729385
95E5CFA32F04E1D37017A6D93A94F493,0,3.629030068,3.58,0.3914992716,0.1532716797,-0.4425838032,0.5231006248,3.11,3.18,3.28,3.31,3.36,3.46,3.68,3.83,3.95,0.000377895
88744F2B938D87B37D48A5A434163BE8,0,0.1788942774,0.18,0.0067363293,4.54E-05,24.03848392,-2.232560015,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.18,0.18,6.50E-06
42CB7CA55A2DEADEA3B479EDF456FF33,0,4.023734239,4.55,1.781419616,3.173455848,-0.5988019722,-0.1669201079,1.295,1.53,1.78,1.96,2.95,4.07,4.89,5.33,5.47,0.001719517
330871ECC6B3471C702AA706366AC01E,0,2.373339901,2.29,0.8712963758,0.7591573745,4.489856636,0.9140567823,1.097,1.54,1.828,1.93,2.02,2.17,2.424,2.715,2.852,0.0008410197
A4B48B5AC05623A58156DA188D0A973A,0,3.323186706,3.12,1.154468987,1.332798641,10.02420306,2.438660948,2.071,2.35,2.6,2.69,2.78,2.94,3.31,3.62,3.76,0.0011143523
091BAF4B9EBDA53598A56D916B85318A,0,0.478079922,0.48,0.0137474591,0.0001889926,412.1754302,-17.11928289,0.47,0.47,0.47,0.47,0.48,0.48,0.48,0.48,0.48,1.33E-05
A2876408C1282020608F33F808373076,0,3.303970443,3.32,1.11733971,1.248448027,0.6867740601,0.3656075925,1.427,1.884,2.42,2.595,2.762,3.016,3.554,3.92,4.09,0.0010785132
0EA9B160C786FCB4D291F9D2369E5C8D,0,0.7298157129,0.7,0.2354950683,0.0554579272,1.092588027,0.7713074968,0.41,0.47,0.53,0.56,0.59,0.65,0.76,0.86,0.9,0.0002273118
F5C717FC1BFD10BD3E1E183FE3C5D906,0,0.200787172,0.2,0.0064420789,4.15E-05,0.7321168469,0.1230409563,0.19,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.21,6.22E-06
9F3AEE805E5A48B33CADBE286C920320,0,0.7529485936,0.74,0.1820669787,0.0331483847,549.7174987,21.81735395,0.73,0.73,0.74,0.74,0.74,0.74,0.74,0.75,0.75,0.0001757403
588A9CEC90D836E8BF753105C15738BE,0,4.199206196,4.09,1.126741266,1.269545881,0.9380064435,0.7087579948,2.606,2.87,3.284,3.45,3.58,3.87,4.32,4.82,4.99,0.0010875881
4185193D7DD581453CB9387993851F23,0,0.1723189824,0.17,0.0088851642,7.89E-05,-0.247322387,-0.0678573303,0.16,0.16,0.16,0.17,0.17,0.17,0.17,0.18,0.18,8.58E-06
E2A9E1920A5CCBEF0FE83E446F39F6C5,0,4.130779727,3.69,1.799657793,3.238768172,4.028765306,1.734416981,2.2325,2.42,2.75,2.9,3.04,3.36,4.01,4.8,5.29,0.0017371214
CE8E0618B069D79796A35AFBA41A148D,0,3.759367089,3.73,1.1475659,1.316907494,1.150665963,0.0737870567,2.096,2.556,2.92,3.07,3.19,3.44,3.94,4.41,4.638,0.0011076891
E0AF47C832657B5CEB79D68CF7684834,0,1.411008815,1.14,1.044209083,1.090372609,4.54580091,1.842660857,0.32,0.35,0.58,0.63,0.78,0.97,1.34,1.78,1.97,0.0010079238
37974CA500F74409310655ABD4C19A32,0,2.605510806,2.39,1.008573466,1.017220437,8.845657377,2.362700446,1.56,1.68,1.84,1.93,2.01,2.19,2.59,3.0375,3.21,0.0009735265
420C80C02B4EA40CB91C9390EA9694AF,0,3.999517717,3.955,1.307518939,1.709605777,2.202157194,0.6120238888,2.1575,2.42,2.82,3.05,3.26,3.6,4.26,4.8,5.05,0.0012620839
E345B20D152ED0B44AFB29B2BAB781A0,0,2.020373281,1.8,1.350211047,1.82306987,99.64758824,8.729776016,1.1185,1.237,1.43,1.52,1.6,1.71,1.91,2.2175,2.36,0.0013032925
BA2E6C051842CE6BDBA5832B77924E61,0,0.397655642,0.37,0.1586881778,0.0251819378,37.1208971,5.962843035,0.34,0.34,0.35,0.35,0.36,0.36,0.38,0.39,0.39,0.0001531739
9DAE338D8E4F4F348CFA60727CBC48CE,0,1.659204322,1,1.701035099,2.893520409,4.364736,2.108951551,0.42,0.48,0.564,0.61,0.69,0.84,1.21,1.64,2.276,0.0016419258
A794C2144CD06058951826D8DC1B5A7D,0,1.118236453,1.13,0.23430232,0.0548975772,6.867342461,-0.2882086491,0.8,0.87,0.99,1.01,1.04,1.08,1.17,1.24,1.27,0.0002261605
4CF443D588E8F0251F1F01ED00617FE1,0,4.572342691,4.27,1.342535107,1.802400514,1.475998648,1.12605143,2.99,3.17,3.484,3.61,3.73,3.988,4.61,5.26,5.576,0.0012958833
68706A23F892832C3F41DF3BEB6E7798,0,5.852247082,5.7,1.513479168,2.290619191,1.406805629,0.7177080996,3.717,4.047,4.574,4.76,4.94,5.32,6.1,6.77,7.056,0.0014608872
FF05949EB17E08DBF2C81C5BE6A719F5,0,3.936287658,3.51,1.849415203,3.420336594,5.843213579,2.151104383,2.08,2.29,2.64,2.8,2.91,3.21,3.828,4.41,4.74,0.0017851498
806E016872A29A6C6D28BA386ADB7604,0,3.117970443,3.05,1.550597015,2.404351104,0.3840751854,0.4937639679,0.754,1.224,1.748,1.995,2.202,2.612,3.394,4.1,4.292,0.0014967153
BCDCFFF91B3344C6A431F05199BAE362,0,0.2073904576,0.19,0.0703652849,0.0049512733,0.6306810453,0.8741275399,0.12,0.14,0.15,0.16,0.17,0.18,0.21,0.24,0.26,6.79E-05
D37AC002BB3657D24B90F3DC974BD7DA,0,2.864926398,2.79,1.601800457,2.565764705,3.098397003,1.092960472,0.749,0.93,1.31,1.655,1.964,2.372,3.13,3.74,3.93,0.0015461394
210F84220D21DE1D9BC02B7E3B2A1C12,0,2.833382643,2.59,1.103540608,1.217801873,6.099784473,2.059956967,1.53,1.883,2.16,2.24,2.32,2.44,2.74,3.1,3.314,0.0010651936
44223DD286B3A4787FE8479A73BF3CBC,0,2.50373896,2.07,1.705527894,2.908825397,13.22040395,3.299568615,1.209,1.38,1.61,1.72,1.81,1.95,2.22,2.49,2.69,0.0016462624
99493ECA1563D596BBB0E063B858ED34,0,0.7892118227,0.69,0.4599811006,0.2115826129,4.468715536,1.452233095,0.23,0.32,0.43,0.5,0.532,0.62,0.784,1,1.09,0.0004439972
3D4A59D13A71AC693371142528C04F47,0,2.637465619,2.31,1.392371922,1.938699569,1.625191726,1.246566469,0.967,1.204,1.534,1.67,1.82,2.07,2.62,3.25,3.5,0.0013439883
6E50F5FC9935CD112E51FC4971F51877,0,1.835579568,1.49,1.101664651,1.213665003,3.619668253,1.528670523,0.4955,0.89,1.12,1.18,1.24,1.36,1.66,2.27,2.636,0.0010633829
B28E3A51CC4DCB8BD93960209B45E72B,0,1.030324165,0.94,0.5026545004,0.2526615467,0.1679411557,0.7482140305,0.35,0.45,0.59,0.65,0.73,0.83,1.05,1.33,1.45,0.0004851877
635E95A175F38D222F52E8E5BBAE9BFC,0,4.133819242,3.99,1.291311089,1.667484329,1.317929518,0.7366424199,2.344,2.736,3.12,3.28,3.42,3.72,4.27,4.79,5.064,0.0012464393
9BE112DA112FF41890B3A9C345CE5B20,0,0.1807722385,0.18,0.0055684613,3.10E-05,6.686439163,-0.6523292153,0.17,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.18,5.37E-06
A40FA7CF9E5AB885F0A3425247E0036F,0,2.55876938,2.365,1.078893772,1.164011772,0.6379347539,0.8765624094,1.12,1.37,1.63,1.74,1.87,2.11,2.64,3.17,3.398,0.0010414033
3578F151FA9F4BC66DB4E229CE20E6B9,0,1.582421569,1.4,0.9531516436,0.9084980557,47.44897499,5.259970361,0.72,0.82,1.01,1.1,1.17,1.29,1.54,1.86,1.99,0.0009200305
4CA5176775DFFA85BE6F18B1CA07105E,0,1.397810362,1.37,0.4619798023,0.2134253378,-0.5560676762,-0.0962966995,0.69,0.84,0.99,1.06,1.11,1.25,1.5,1.775,1.856,0.0004459265
3C8A1331BD648DE8986AE86140743FC6,0,1.280494186,1.27,0.5235644527,0.2741197361,-0.2283958943,0.2701821625,0.4855,0.601,0.79,0.88,0.96,1.124,1.41,1.64,1.73,0.0005053711
AB92B5F01D969FBDDD4450B262E15020,0,4.833578431,4.78,1.220525329,1.489682079,5.867906571,0.9303590539,2.9995,3.41,3.918,4.0575,4.22,4.5,5.04,5.57,5.77,0.0011781133
10F9BE4E3BD1A89B5CD5C691F30C3BFC,0,3.089480901,3.22,0.288160877,0.0830366911,5.1067889,-1.743514924,2.59,2.63,2.74,2.91,3.1,3.21,3.23,3.27,3.28,0.0002781476
B26569D8BC9AD47B71E049F6CC490A80,0,2.014551657,2.25,1.522009212,2.316512043,1.701728876,0.8484017948,0.29,0.34,0.44,0.46,0.53,1.3,2.69,3.08,3.21,0.0014691209
9B863EC9CBF500CA78558E8C44FA20B4,0,4.116959064,4.095,0.9272078791,0.859714451,0.7097248273,0.3981944142,2.6725,2.98,3.31,3.47,3.62,3.86,4.29,4.69,4.89,0.0008949883
C67D4D7F5316A5C1EC6AB25437261412,0,2.547918683,2.23,1.10459024,1.220119598,1.218771154,0.9381763495,0.966,1.592,1.8,1.87,1.93,2.06,2.43,3.06,3.576,0.0010662068
B9E0BA6FF76EBF0A39AECD1E68B1AEB3,0,4.920273973,3.72,2.801141422,7.846393265,0.6042930661,1.288860677,2.2505,2.56,2.94,3.08,3.2,3.46,4.116,6.455,7.552,0.0027038045
E9B996EEC0B356B1135246E02BB7BD9F,0,2.598054211,1.26,2.64494761,6.995747858,2.818498279,1.620987644,0.45,0.52,0.644,0.72,0.8,0.98,1.812,4.18,4.852,0.0025530382
47E888EA36EB5956D7423A8234054CA9,0,3.169554695,2.84,1.438935261,2.070534685,6.881271308,1.918288597,1.61,1.79,2.05,2.15,2.28,2.57,3.172,3.82,4.09,0.0013889337
9C900D07CAB5F4D6C6F04C43D5C2B496,0,3.408190661,3.43,0.9540352645,0.9101832859,-0.581240075,-0.1848875784,1.5735,2.12,2.634,2.71,2.89,3.03,3.812,4.21,4.266,0.0009208835
BB06BCC715F0FD5D2B56BE2FD3206747,0,0.2319668939,0.25,0.0299256205,0.0008955428,-0.2065863284,-1.259833978,0.17,0.18,0.18,0.24,0.24,0.24,0.25,0.25,0.25,2.89E-05
C583495674DCA162C61546EE79E43021,0,1.995251938,1.82,0.9852003467,0.9706197231,5.266082061,1.565750431,0.81,0.96,1.19,1.28,1.39,1.57,2.076,2.52,2.69,0.0009509656
18EEE200F51D27558BA7CFFF75CB903F,0,1.457205453,1.14,1.233735939,1.522104366,2.018759133,1.208919293,0.113,0.15,0.3,0.42,0.58,0.82,1.59,2.2,2.48,0.0011908648
68532AF487E70C7D1A88E9A8EEB84F45,0,4.844336883,4.38,2.174363172,4.727855204,4.242745793,1.677037765,2.376,2.72,3.21,3.41,3.57,3.94,4.922,5.74,6.156,0.0020988062
8F8538BC70DECC8437B49A514546C701,0,0.9408161259,0.76,0.5487765765,0.3011557309,6.210224922,2.222964622,0.46,0.52,0.59,0.62,0.64,0.7,0.82,1.02,1.15,0.0005297071
F86CEB1D21E80E2539A0D0BAC4A2C5CE,0,2.348300781,2.31,0.444104031,0.1972283904,1.657846634,0.2189571183,1.7215,1.853,2,2.07,2.11,2.21,2.418,2.6125,2.7,0.0004286718
FB0C89B10894A03B8BEE8DBE7E4E57E6,0,2.316027264,2.07,1.189989431,1.416074845,12.12102336,2.765355036,1.17,1.32,1.54,1.635,1.718,1.904,2.24,2.61,2.78,0.0011486384
DF189AAFE1A1D2DE090670FADE5E45AD,0,3.411201172,3.295,1.246897233,1.55475271,0.837270515,0.7827763189,1.78,1.95,2.23,2.3975,2.589,2.97,3.63,4.1325,4.354,0.0012035688
556204D5EC8E88CC1DDAD891D0880747,0,4.5708619,3.97,2.357331501,5.557011805,0.4291008795,0.932045344,1.75,2.02,2.49,2.74,2.98,3.4,4.68,6.02,6.69,0.0022754165
DD64A48785398B9FC7FC22539F9B284A,0,1.096503906,1.03,0.4869616575,0.2371316559,1.458395276,0.9824882481,0.4315,0.543,0.7,0.7575,0.82,0.93,1.15,1.33,1.43,0.0004700402
0B88B9C635B7A0DB00CF0A899E76D19C,0,4.764688363,4.625,1.155379283,1.334901287,1.854534121,0.7057750551,3.18,3.493,3.86,3.9925,4.1,4.39,4.91,5.4,5.65,0.001115231
A4469E37BB7D4D88C2A501617FC215C0,0,1.928560311,1.64,1.532348011,2.348090428,27.80631481,4.656397432,0.88,0.93,1.07,1.17,1.25,1.46,1.812,2.04,2.14,0.0014791004
7626BD159777EFA5D530240A58C41547,0,3.073159961,2.85,1.648041591,2.716041085,0.5824766078,0.8042292428,0.759,1.256,1.6,1.81,2.014,2.46,3.27,4.055,4.36,0.0015907737
77895E9EEEBA61FFCD0EEE68AB1F6EF7,0,2.066333657,1.98,0.5865991678,0.3440985837,4.50172036,1.473533382,1.325,1.5,1.65,1.7,1.74,1.86,2.08,2.3,2.41,0.0005662154
D048394AA79AEE40A075CDCB8ABBFD83,0,4.987241045,6.01,1.602581625,2.568267865,-1.731722155,-0.2307217903,2.95,2.96,3.07,3.08,3.106,4.11,6.04,6.1,6.36,0.0015468935
D493AA8A3D12E7DF2BD16A4DDA8F5FA0,0,3.159990301,2.73,1.225788631,1.502557767,7.801519984,2.196674751,2.03,2.15,2.28,2.35,2.42,2.55,2.99,3.62,3.9,0.0011831937
0E1EF99F08DAE422CC91957A83F2B1B0,0,5.964309339,5.795,1.492107118,2.226383651,1.397189175,0.7429588453,3.9135,4.23,4.7,4.89,5.1,5.49,6.16,6.8775,7.19,0.0014402578
758E9A5DFE62C0498097B5D55E7D2047,0,1.735992218,1.63,0.6481976269,0.4201601635,1.44599188,0.9798598389,0.88,1.01,1.18,1.26,1.34,1.49,1.79,2.1,2.21,0.0006256734
6533E0675CC63C0913932DF2480D43AA,0,6.3053294,5.6,2.308353308,5.328494995,0.2997883173,0.973032829,3.558,3.96,4.43,4.63,4.8,5.214,6.096,7.65,8.378,0.0022281403
19A741109453C77EE6F3F6894871FFC9,0,3.773369352,3.73,0.6121539764,0.3747324908,1.802322081,-0.0520040437,2.8885,3.137,3.424,3.5,3.54,3.64,3.83,4.03,4.16,0.0005908822
232FAFE9FD1095C6F12D8A25EDB739C2,0,0.8026647001,0.66,0.5286657536,0.279487479,51.04648326,5.805178156,0.48,0.53,0.58,0.6,0.61,0.63,0.71,0.78,0.83,0.0005102951
DE6B906C3EC514EAD65C11107FB46B11,0,2.250096899,2.35,0.4487514637,0.2013778761,-0.8559281035,-0.3732361789,1.4255,1.58,1.77,1.8875,2.01,2.21,2.45,2.6,2.66,0.0004331578
